"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link","Abstract","EID"
"Cocchioni M.; Bonelli S.; Westin C.; Borst C.; Bang M.; Hilburn B.","Cocchioni, M. (58561156800); Bonelli, S. (55751227200); Westin, C. (57213612637); Borst, C. (10640758100); Bang, M. (7004092161); Hilburn, B. (23090695500)","58561156800; 55751227200; 57213612637; 10640758100; 7004092161; 23090695500","Learning for Air Traffic Management: Guidelines for future AI systems","2023","Journal of Physics: Conference Series","2526","1","012105","","","","10.1088/1742-6596/2526/1/012105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169693127&doi=10.1088%2f1742-6596%2f2526%2f1%2f012105&partnerID=40&md5=c3f57ea548fa73efc466519f94586def","The SESAR-funded Modern ATM via Human / Automation Learning Optimisation (MAHALO) project recently completed two years of technical work exploring the human performance impacts of AI and Machine Learning (ML), as applied to enroute ATC conflict detection and resolution (CD&R). It first developed a hybrid ML CD&R capability, along with a realtime simulation platform and experimental User Interface. After a series of development trials, the project culminated in a pair of field studies (i.e., human-in-the-loop trials) across two EU countries, with a total of 35 operational air traffic controllers. In each of these two field studies, controller behaviour was first captured in a pre-test phase, and used to train the ML system. Subsequent main experiment trials then experimentally manipulated within controllers both Conformance (as either a personalised-, group average-, or optimized model) and Transparency (as ether a baseline vector depiction, an enhanced graphical diagram, or a diagram-plus-text presentation). The proposed paper presents guidelines on the design and implementation of ML systems in Air Traffic Control, derived from the results and lesson learned from the Simulations, as well as the qualitative feedback received from the controllers themselves.  © Published under licence by IOP Publishing Ltd.","2-s2.0-85169693127"
"Herrmann T.","Herrmann, Thomas (12791089500)","12791089500","Collaborative Appropriation of AI in the Context of Interacting with AI","2023","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","14051 LNAI","","","249","260","11","10.1007/978-3-031-35894-4_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173001278&doi=10.1007%2f978-3-031-35894-4_18&partnerID=40&md5=6dc8fd2ff014071fef3aee0ad503e12a","In the context of maintaining technical equipment, AI is used to detect possible problems. Human specialists check whether a real problem is addressed, and, in this case, try to solve it. Furthermore, they go on trying to translate the problem notification into an improvement of other software components into which the AI system is embedded. Thus, every AI result is not only the cause of immediate action but is also a trigger within the process of continuous appropriation of the technical infrastructure that includes AI. The whole socio-technical system is a subject of AI-related improvement as a collaborative task that requires continuous advancement of human competences and skills. This has to be supported by a type of explainable AI by which the process of understanding the reasons driving AI output is not a task for a single end-user but rather the result of combining different specialists’ viewpoints and competences. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","2-s2.0-85173001278"
"Maneria S.; Paikaray D.","Maneria, Sumitra (58136427200); Paikaray, Divya (57219291562)","58136427200; 57219291562","Artificial Intelligence & AGILE Based Business Development Review","2023","2023 3rd International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2023","","","","2091","2095","4","10.1109/ICACITE57410.2023.10182756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178255825&doi=10.1109%2fICACITE57410.2023.10182756&partnerID=40&md5=af6ea2e7fdc671c0386d3d3340dc0cc1","In this essay, I want to look at how to provide products to customers as rapidly as possible without sacrificing product quality. We will examine how the six consistent design principles may assist us in ensuring that the finished product has the highest attainable quality in the shortest amount of time imaginable throughout the improvement interaction. Giving wonderful items quickly for what it's worth to accomplish as such successfully is equally important. There are several strategies we may employ to achieve this, such availability techniques, which enable us to retain the highest level of quality we are capable of as a software development team. Along with a few strategies for expediting product delivery and including a better driver software architecture in the driver software, he explains these strategies. A sizable portion of India's economy is focused on the food industry. The great majority of individuals in this area rely mostly on agricultural produce for their income, which benefits the whole community. The development of food, which is fundamental for human food, is heavily influenced by ranchers. The sales reps are attempting to decide the right selling cost for the offers they are giving. The misfortunes of this organization outperform its benefits. As indicated by the financial exchange hypothesis referenced above, ranchers are allowed to sell their wares at the most elevated offer cost. Ranchers that sign up in this manner will approach different administrations, including assessments, distributer correspondence, market warnings, and different elements and benefits of a comparable kind. Predictive analytics may be used in many other industries, such as expert device manufacture (which might include voice recognition and artificial vision), judicial assessment, and a number of others. Precision agriculture, automated weapons systems (such as drones), and judicial precedent analysis are a few examples. The adoption of artificial intelligence agricultural methods will help alleviate the challenge of the rising global food demand. Artificial intelligence would make it simple to identify and target weeds, and decisions on the use of pesticides and the appropriate buffer zone could be made quickly. It was chosen to include certain artificial intelligence (AI) components in this paper. © 2023 IEEE.","2-s2.0-85178255825"
"Veritti D.; Rubinato L.; Sarao V.; De Nardin A.; Foresti G.L.; Lanzetta P.","Veritti, Daniele (6504054234); Rubinato, Leopoldo (58619192000); Sarao, Valentina (36553352500); De Nardin, Axel (57259162600); Foresti, Gian Luca (7006427233); Lanzetta, Paolo (57202570679)","6504054234; 58619192000; 36553352500; 57259162600; 7006427233; 57202570679","Behind the mask: a critical perspective on the ethical, moral, and legal implications of AI in ophthalmology","2023","Graefe's Archive for Clinical and Experimental Ophthalmology","","","","","","","10.1007/s00417-023-06245-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172386349&doi=10.1007%2fs00417-023-06245-4&partnerID=40&md5=07ccd059826b4d202980e8a29c62ca57","Purpose: This narrative review aims to provide an overview of the dangers, controversial aspects, and implications of artificial intelligence (AI) use in ophthalmology and other medical-related fields. Methods: We conducted a decade-long comprehensive search (January 2013–May 2023) of both academic and grey literature, focusing on the application of AI in ophthalmology and healthcare. This search included key web-based academic databases, non-traditional sources, and targeted searches of specific organizations and institutions. We reviewed and selected documents for relevance to AI, healthcare, ethics, and guidelines, aiming for a critical analysis of ethical, moral, and legal implications of AI in healthcare. Results: Six main issues were identified, analyzed, and discussed. These include bias and clinical safety, cybersecurity, health data and AI algorithm ownership, the “black-box” problem, medical liability, and the risk of widening inequality in healthcare. Conclusion: Solutions to address these issues include collecting high-quality data of the target population, incorporating stronger security measures, using explainable AI algorithms and ensemble methods, and making AI-based solutions accessible to everyone. With careful oversight and regulation, AI-based systems can be used to supplement physician decision-making and improve patient care and outcomes. [Figure not available: see fulltext.] © 2023, The Author(s).","2-s2.0-85172386349"
"Suboyin A.; Eldred M.; Sonne-Schmidt C.; Thatcher J.; Thomsen J.; Andersen O.; Udsen O.","Suboyin, Abhijith (57203937073); Eldred, Morgan (57205442891); Sonne-Schmidt, Carsten (14016457100); Thatcher, Jimmy (57205435009); Thomsen, Jens (58695379800); Andersen, Ole (58695133000); Udsen, Ole (58695880800)","57203937073; 57205442891; 14016457100; 57205435009; 58695379800; 58695133000; 58695880800","AI-Enabled Offshore Circular Economy: Tracking, Tracing and Optimizing Asset Decommissioning","2023","Society of Petroleum Engineers - ADIPEC, ADIP 2023","","","","","","","10.2118/217051-MS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176724774&doi=10.2118%2f217051-MS&partnerID=40&md5=2d16fb8be26098d951478669dc392efb","The objective of the industrial case study is to address the challenge of efficiently managing end-of-life offshore assets while meeting established ESG targets. The offshore industry uses substantial amounts of steel, and current practices for handling these assets are often not transparent, leading to criticism for unsustainable and non-compliant scrapping procedures. The presented approach combines engineering and technical data from offshore assets with decommissioning best practices and digital and Al technologies to ensure a transparent and ESG-compliant approach to scrapping. This will provide auditable evidence of ESG compliance and is expected to address the challenge of managing end-of-life offshore assetswhile providing sustainable metals alternatives for heavy industry. The use of Life Cycle Assessment (LCA) requires asset owners to demonstrate compliance with net zero targets, which is mainly impacted by the main material groups, such as steel. Recycled steel maintains its strength properties and if produced using electric arc furnaces and transported efficiently emissions can be minimized. The implemented solution offers a transparent, reliable, and ESG-optimized approach for scrapping assets. Each step in the process, from cutting to transportation to the metals furnace, can be tracked and audited, ensuring the end-product can be classified as 'green' steel. This steel can be used by asset owners to construct new vessels or facilities or can be sold to other users, creating a true circular economy where a significant amount of embodied carbon can be recycled and made net zero. The use of advanced digital technologies in the offshore industry's scrapping and recycling process allows for a more transparent and sustainable approach. The procedure includes verification of environmental, social, and governance (ESG) parameters and information on carbon emissions, enabling the selection of the most environmentally friendly approach. This can provide transparency and stability in sourcing, ensure ESG compliance, and result in competitive pricing. Integrating the use of recycled metals, which has significantly lower emissions compared to non-recycled metals, can further decrease resource consumption and emissions while increasing the value of recycled by-products. Under this industrial study, up to 4.3 tons of CO2 can be saved for each ton of recycled stainless-steel scrap utilized. Furthermore, the breakdown of emissions in terms of handling, transportation and operations are illustrated in depth with validated emission factors. The solution can be expanded to cover a variety of materials and assets, both offshore and onshore, to give asset owners peace of mind regarding their ESG responsibilities in the scrapping and construction value chain. This will provide a smooth, transparent, and efficient turnkey solution. © 2023, Society of Petroleum Engineers.","2-s2.0-85176724774"
"Anzai T.K.; Furtado P.H.T.; de Brito G.M.; Santos J.S.; Moreira P.C.M.; Diehl F.C.; Ferreira L.E.L.; Grava W.M.","Anzai, T.K. (23484435200); Furtado, P.H.T. (57197726308); de Brito, G.M. (58678276600); Santos, J.S. (58677573400); Moreira, P.C.M. (57203413891); Diehl, F.C. (35757347100); Ferreira, L.E.L. (58677225800); Grava, W.M. (14044822900)","23484435200; 57197726308; 58678276600; 58677573400; 57203413891; 35757347100; 58677225800; 14044822900","Catching Failures in 10 Minutes: An Approach to No Code, Fast Track, AI-Based Real Time Process Monitoring","2023","Offshore Technology Conference Brasil, OTCB 2023","","","","","","","10.4043/32898-MS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175565898&doi=10.4043%2f32898-MS&partnerID=40&md5=6e34311dc2fabf5cb8eff6197ff51a4a","Process monitoring has gained significant attention in recent years due to the need for certain industry sectors to enhance their processes' performance and safety. This development has enabled, more than ever, novel applications in real industrial systems. However, the desire to achieve quick results has led to decentralized and unstable applications that can hinder the long-term scalability and maintenance of these technologies. Moreover, the proliferation of commercial tools in response to the industry's demand for digital transformation has made selecting the right solution a daunting task. To address these challenges, Petrobras developed the SmartMonitor platform. SmartMonitor empowers users to create and configure, usually within minutes, online machine learning and first-principles monitoring tasks using a user-friendly, no-code visual programming framework. This approach ensures accessibility and democratizes the process of task creation and management. Additionally, the platform supports the inclusion of new methodologies and monitoring techniques, making it an integrated development hub aligned with best practices in machine learning models management. Currently, SmartMonitor has hundreds of tasks running in real-time, generating performance indices on critical equipment in Petrobras units. This paper provides a description of some of these tasks, along with an overview of the SmartMonitor platform's structure, its monitoring philosophy and challenges regarding process monitoring in real industrial systems. © Copyright 2023, Offshore Technology Conference.","2-s2.0-85175565898"
"Yu M.; Gu Y.; Guo X.; Feng Y.; Zhu X.; Greenspan M.; Campbell M.; Gan C.","Yu, Mo (35174012000); Gu, Yi (57814227900); Guo, Xiaoxiao (58729603000); Feng, Yufei (57208922784); Zhu, Xiaodan (55696698900); Greenspan, Michael (56238043800); Campbell, Murray (7403371273); Gan, Chuang (57141834200)","35174012000; 57814227900; 58729603000; 57208922784; 55696698900; 56238043800; 7403371273; 57141834200","JECC: Commonsense Reasoning Tasks Derived from Interactive Fictions","2023","Proceedings of the Annual Meeting of the Association for Computational Linguistics","","","","11226","11238","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175463587&partnerID=40&md5=3c451622a0a2093dabdcb84ed10a620b","Commonsense reasoning simulates the human ability to make presumptions about our physical world, and it is an essential cornerstone in building general AI systems. We propose a new commonsense reasoning dataset based on human's Interactive Fiction (IF) gameplay walkthroughs as human players demonstrate plentiful and diverse commonsense reasoning. The new dataset provides a natural mixture of various reasoning types and requires multi-hop reasoning. Moreover, the IF game-based construction procedure requires much less human interventions than previous ones. Different from existing benchmarks, our dataset focuses on the assessment of functional commonsense knowledge rules rather than factual knowledge. Hence, in order to achieve higher performance on our tasks, models need to effectively utilize such functional knowledge to infer the outcomes of actions, rather than relying solely on memorizing facts. Experiments show that the introduced dataset is challenging to previous machine reading models as well as the new large language models with a significant 20% performance gap compared to human experts. © 2023 Association for Computational Linguistics.","2-s2.0-85175463587"
"Hazra-Ganju A.; Dlima S.D.; Menezes S.R.; Ganju A.; Mer A.","Hazra-Ganju, Aditi (57218502294); Dlima, Schenelle Dayna (57282457800); Menezes, Sonia Rebecca (57218499835); Ganju, Aakash (50361188100); Mer, Anjali (58567841300)","57218502294; 57282457800; 57218499835; 50361188100; 58567841300","An omni-channel, outcomes-focused approach to scale digital health interventions in resource-limited populations: a case study","2023","Frontiers in Digital Health","5","","1007687","","","","10.3389/fdgth.2023.1007687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170208425&doi=10.3389%2ffdgth.2023.1007687&partnerID=40&md5=cd5cb742aec90d62529929895992054a","Populations in resource-limited communities have low health awareness, low financial literacy levels, and inadequate access to primary healthcare, leading to low adoption of preventive health behaviours, low healthcare-seeking behaviours, and poor health outcomes. Healthcare providers have limited reach and insights, limiting their ability to design relevant products for resource limited settings. Our primary preventive health intervention, called the Saathealth family health interventions, is a scaled digital offering that aims to improve knowledge levels on various health topics, nudge positive behaviour changes, and drive improved health outcomes. This case study presents our learnings and best practices in scaling these digital health interventions in resource-limited settings and maximising their impact. We scaled the Saathealth interventions to cumulatively reach >10 million users across India using a multi-pronged approach: (1) ensuring localization and cultural relevance of the health content delivered through user research; (2) disseminating content using omni-channel approaches, which involved using diverse content types and multiple digital platforms; (3) using iterative product features such as gamification and artificial intelligence-based (AI-based) predictive models; (4) using real-time analytics to adapt the user's digital experience by using interactive content to drive them towards products and services and (5) experiments with sustainability models to yield some early successes. The Saathealth family health mobile app had >25,000 downloads and the intervention reached >873,000 users in India every month through the mobile app, Facebook, and Instagram combined, from the time period of February 2022 to January 2023. We repeatedly observed videos and quizzes to be the most popular content types across all digital channels being used. Our AI-based predictive models helped improve user retention and content consumption, contributing to the sustainability of the mobile apps. In addition to reaching a high number of users across India, our scaling strategies contributed to deepened engagement and improved health-seeking behaviour. We hope these strategies help guide the sustainable and impactful scaling of mobile health interventions in other resource-limited settings. 2023 Hazra-Ganju, Dlima, Menezes, Ganju and Mer.","2-s2.0-85170208425"
"Ronanki K.","Ronanki, Krishna (58483395600)","58483395600","Towards an AI-centric Requirements Engineering Framework for Trustworthy AI","2023","Proceedings - International Conference on Software Engineering","","","","278","280","2","10.1109/ICSE-Companion58688.2023.00075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171855123&doi=10.1109%2fICSE-Companion58688.2023.00075&partnerID=40&md5=ffa5efeeab1b6e5dcda2acccf871dcae","Ethical guidelines are an asset for artificial intel-ligence(AI) development and conforming to them will soon be a procedural requirement once the EU AI Act gets ratified in the European parliament. However, developers often lack explicit knowledge on how to apply these guidelines during the system development process. A literature review of different ethical guidelines from various countries and organizations has revealed inconsistencies in the principles presented and the terminology used to describe such principles. This research begins by identifying the limitations of existing ethical AI development frameworks in performing requirements engineering(RE) processes during the development of trustworthy AI. Recommendations to address those limitations will be proposed to make the frameworks more applicable in the RE process to foster the development of trustworthy AI. This could lead to wider adoption, greater productivity of the AI systems, and reduced workload on humans for non-cognitive tasks. Considering the impact of some of the newer foundation models like GitHub Copilot and ChatGPT, the vision for this research project is to work towards the development of holistic operationalisable RE guidelines for the development and implementation of trustworthy AI not only on a product level but also on process level. © 2023 IEEE.","2-s2.0-85171855123"
"Heuer M.; Lewandowski T.; Weglewski J.; Mayer T.; Kubicek M.; Lembke P.; Ortgiese S.; Böhmann T.","Heuer, Marvin (58177483800); Lewandowski, Tom (58177277900); Weglewski, Joffrey (58591857000); Mayer, Tom (58591857100); Kubicek, Max (58590965500); Lembke, Patrick (58593186600); Ortgiese, Simon (58593186700); Böhmann, Tilo (22939846600)","58177483800; 58177277900; 58591857000; 58591857100; 58590965500; 58593186600; 58593186700; 22939846600","Rethinking Interaction with Conversational Agents: How to Create a Positive User Experience Utilizing Dialog Patterns","2023","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","14033 LNCS","","","283","301","18","10.1007/978-3-031-35708-4_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171485601&doi=10.1007%2f978-3-031-35708-4_22&partnerID=40&md5=0b9cd2116a053b6fa043f95affcedab5","Conversational agents (CAs) are increasingly used as an additional convenient and innovative customer service channel to relieve service employees, as in the studied organization. In the process of analyzing and maintaining the present AI-based agent, however, user satisfaction is low as the CA lacks understanding and offers unsatisfactory solutions to users. Nonetheless, solving the requests and providing a positive user experience is crucial to relieve the service employees’ workload permanently. For CAs’ improvement, this study followed action design research (ADR) and used design thinking. We identified the central interaction problems (findability, welcome message, dialog control and fallback issues) with a monitoring process and analysis. Afterward, we interviewed users about their expectations and requirements and addressed these problems by creating user-centric mock-ups. Through a quantitative survey, the most popular solutions were implemented in a prototype. Finally, the resulting CA prototype was evaluated, showing a significantly improved user experience afterward, and design guidelines were discovered. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","2-s2.0-85171485601"
"Iannantuono G.M.; Bracken-Clarke D.; Floudas C.S.; Roselli M.; Gulley J.L.; Karzai F.","Iannantuono, Giovanni Maria (57194050714); Bracken-Clarke, Dara (56305194500); Floudas, Charalampos S. (57185159200); Roselli, Mario (7006382279); Gulley, James L. (57194255178); Karzai, Fatima (55175761600)","57194050714; 56305194500; 57185159200; 7006382279; 57194255178; 55175761600","Applications of large language models in cancer care: current evidence and future perspectives","2023","Frontiers in Oncology","13","","1268915","","","","10.3389/fonc.2023.1268915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171441504&doi=10.3389%2ffonc.2023.1268915&partnerID=40&md5=2617a76b621963c16b7383c86295d751","The development of large language models (LLMs) is a recent success in the field of generative artificial intelligence (AI). They are computer models able to perform a wide range of natural language processing tasks, including content generation, question answering, or language translation. In recent months, a growing number of studies aimed to assess their potential applications in the field of medicine, including cancer care. In this mini review, we described the present published evidence for using LLMs in oncology. All the available studies assessed ChatGPT, an advanced language model developed by OpenAI, alone or compared to other LLMs, such as Google Bard, Chatsonic, and Perplexity. Although ChatGPT could provide adequate information on the screening or the management of specific solid tumors, it also demonstrated a significant error rate and a tendency toward providing obsolete data. Therefore, an accurate, expert-driven verification process remains mandatory to avoid the potential for misinformation and incorrect evidence. Overall, although this new generative AI-based technology has the potential to revolutionize the field of medicine, including that of cancer care, it will be necessary to develop rules to guide the application of these tools to maximize benefits and minimize risks. Copyright © 2023 Iannantuono, Bracken-Clarke, Floudas, Roselli, Gulley and Karzai.","2-s2.0-85171441504"
"Farhi F.; Jeljeli R.; Aburezeq I.; Dweikat F.F.; Al-shami S.A.; Slamene R.","Farhi, Faycal (57216876673); Jeljeli, Riadh (57202027520); Aburezeq, Ibtehal (56798650000); Dweikat, Fawzi Fayez (58500500100); Al-shami, Samer Ali (58110130000); Slamene, Radouane (58297665300)","57216876673; 57202027520; 56798650000; 58500500100; 58110130000; 58297665300","Analyzing the students' views, concerns, and perceived ethics about chat GPT usage","2023","Computers and Education: Artificial Intelligence","5","","100180","","","","10.1016/j.caeai.2023.100180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176221584&doi=10.1016%2fj.caeai.2023.100180&partnerID=40&md5=ddb4c58b8772d6fcebe421e6b1095d39","Artificial Intelligence has greatly revolutionized education in many aspects. Today, AI-enabled language models, such as ChatGPT, are gaining popularity due to their characteristics and benefits. However, users also consider them a threat to educational integrity and purposes. This research examined ChatGPT usage among students in the United Arab Emirates (UAE), their views, concerns, and perceived ethics. The data was gathered from 388 students from two universities in Al Ain city using Yamane's formula. Findings showed that students consider ChatGPT a revolutionary technology that helps students in many ways. The gathered data showed that the effect of ChatGPT Usage remained significant on students' views. The path analysis also supported the second hypothesis, proposing the significant effect of ChatGPT on Students' Concerns. Finally, the findings also indicated the validation of the final hypothesis, showing the significant effect of ChatGPT Usage on the Perceived Ethics among the students in the UAE. Therefore, this study concluded that using ChatGPT in education has useful and concerning effects on educational integrity. However, implementing practical guidelines can assist in making informed decisions and shaping policies within educational institutions. Recognizing the complexities and importance of ChatGPT usage, teachers and policymakers can keep a balance by leveraging Artificial Intelligence technology to improve education while upholding ethical practices that promote critical thinking, originality, and integrity among students. © 2023 The Authors","2-s2.0-85176221584"
"Fareedi A.A.; Ismail M.; Ghazawneh A.; Bergquist M.; Ortiz-Rodriguez F.","Fareedi, Abid Ali (50161218200); Ismail, Muhammad (58554770000); Ghazawneh, Ahmad (36006505700); Bergquist, Magnus (26424554300); Ortiz-Rodriguez, Fernando (15043035600)","50161218200; 58554770000; 36006505700; 26424554300; 15043035600","The Utilization of Artificial Intelligence for Developing Autonomous Social Robots within Health Information Systems","2023","CEUR Workshop Proceedings","3447","","","34","50","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169129710&partnerID=40&md5=82cdf6babd14d257e66963014db9c49e","This study focuses on using AI systems, specifically conversational agents (CAs), to improve information flow during peak hours in healthcare emergency departments (EDs). We customized a Cross Industry Standard Process for Data Mining CRISP-DM approach to a CRISP-Knowledge graph (CRISP-KG) for overall design research. We use a knowledge graph approach to create an intelligent knowledge base (KBs) for CAs, which can enhance their reasoning, knowledge management, and context awareness abilities. We employ a collaborative methodology and ontology design patterns to develop a formal ontological model. Our goal is to build intelligent KBs for CAs that can interact with end-users and improve care quality in EDs, using Semantic Web Rule Language (SWRL) for inference. The KG approach can assist healthcare practitioners and patients in managing information flow more efficiently in EDs, ultimately improving care outcomes. © 2023 CEUR-WS. All rights reserved.","2-s2.0-85169129710"
"Sulaiman M.; Håkansson A.; Karlsen R.","Sulaiman, Muhammad (22434244300); Håkansson, Anne (15055825600); Karlsen, Randi (7006442939)","22434244300; 15055825600; 7006442939","A Proof-of-Concept Implementation Based on the Framework of AI-Enabled Proactive mHealth: Health Promotion with Motivation","2023","Communications in Computer and Information Science","1814 CCIS","","","256","287","31","10.1007/978-3-031-38854-5_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172213344&doi=10.1007%2f978-3-031-38854-5_14&partnerID=40&md5=17cb0cc00c259263800b519d67e61754","Digital health with mHealth contributes to health promotion by empowering the user with a holistic view of their health. Proactive mHealth is to predict and prevent a situation beforehand, promptly. Most health decisions are taken by the user pervasively. They have a short or long-term impact. Being proactive requires support as ubiquitous decision-making is prone to sudden changes. Changes in users’ internal and contextual states require adaptive systems with timeliness. Personalized health information needs analysis to support user-level decision-making. The goal is to automate processes and augment healthy behaviour. Data from wearables, together with the context, requires automated decision-making with AI modelling, for predicting intervention values. Prediction and prevention mechanism in implementation requires timely interventions, triggered with a supportive action. The health information (wearables + context) can provide information about the states (current, future, and goal). AI-enabled proactive mHealth framework accentuates abstraction by presenting modules with rules of user-level decision-making, tools for automated decision-making, design with P5 principles, and the architecture of Just-in-time adaptive interventions. In this paper, a proof-of-concept (POC) for health promotion with physical activity is implemented based on the framework. The goal is to promote health with motivation. The paper also categorizes intervention with type, properties, and principles. Components of intervention and behaviour change are also listed. POC includes parameters of context and user profile. The paper provides a step-by-step approach to implementing the system on the framework, from input/output mapping to modelling. The outcome is a POC that alters and augments behaviour change for health promotion with physical activity. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","2-s2.0-85172213344"
"Brehar R.; Groza A.; Damian I.; Muntean G.; Nicoara S.D.","Brehar, Raluca (36674570400); Groza, Adrian (23389267600); Damian, Ioana (57194702031); Muntean, George (57202511576); Nicoara, Simona Delia (7003830224)","36674570400; 23389267600; 57194702031; 57202511576; 7003830224","Age-Related Macular Degeneration Biomarker Segmentation from OCT images","2023","Proceedings - 2023 24th International Conference on Control Systems and Computer Science, CSCS 2023","","","","444","451","7","10.1109/CSCS59211.2023.00076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170221067&doi=10.1109%2fCSCS59211.2023.00076&partnerID=40&md5=0f4d28b95cd9bafe07e020e3f716828c","The image classification task is considered solved from the technical perspective: given enough data - in terms of quantity, quality and distribution - machine learning technology is able to classify various medical conditions with high performance metrics. Yet, one disadvantage is that the large majority of approaches directly target to signal the disease without considering at all the running protocols or medical guidelines used by clinicians. We address here the gap between running clinical protocols and solutions provided by computer scientists. Instead of directly target the disease, we aim the identify only the biomarkers that the physicians are looking for. We apply this approach to the age-related macular degeneration (AMD). The task is to identify biomarkers for the AMD condition by segmenting retinal optical coherence tomography (OCT) images. One relevant question regards the choice between feature based techniques versus deep learning methods. We address this question by providing a hybrid original solution that combines deep learning based retinal layer segmentation with feature based image classification used to distinguish between a particular fluid area and its neighbouring retinal areas. In this context we perform a comparative analysis of various semantic segmentation techniques which provide noticeable results for retinal layer segmentation. On the other hand, due to the low representation of some fluids in the considered benchmark dataset, we address and enhance their recognition by texture based region of interest classification. The proposed approach is a step towards developing AI systems in line with running medical protocols. © 2023 IEEE.","2-s2.0-85170221067"
"Mittal P.; Gupta A.; Panigrahi B.S.; Begum R.; Sen S.K.","Mittal, Poonam (54397365000); Gupta, Ashlesha (55547705300); Panigrahi, Bhawani Sankar (57777583600); Begum, Ruqqaiya (58065116500); Sen, Sanjay Kumar (58414965800)","54397365000; 55547705300; 57777583600; 58065116500; 58414965800","Face Mask Detection: An Application of Artificial Intelligence","2023","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","471 LNICST","","","193","201","8","10.1007/978-3-031-35081-8_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169674950&doi=10.1007%2f978-3-031-35081-8_16&partnerID=40&md5=470f4bdc045152d97905be676ee0dbdb","COVID-19 has been announced as a new pandemic which has affected almost all the countries of the world. Millions of people have become sick and thousands have died due to the respiratory illness caused by the virus. The virus is known to spread when small droplets from nose or mouth of an infected person gets dissolved in air when he or she coughs or exhales or when a person touches a surface infected with virus. The governments all over the world are working on ways to curb the spread of this virus. Multidisciplinary researchers are working to find the best solutions in their own way. Out of the many solutions wearing surgical facemasks is being one of the best preventive measures to limit the spread of corona virus. These masks support filtration of air and adequate breathability. But the problem is that few people don’t use the masks regularly or occasionally due to various reasons like negligence and discomfort etc. This is one of the main causes of high spread of COVID. So, there is a strong need to detect people without mask at public places and to aware them. There are so many initiatives taken by government in this direction, but all have their limitation in one or the other way. So, there is a strong need of a digital solution to ensure that people comply with the government rules of wearing masks in public place sand to recognize unmasked faces on existing monitoring systems to maintain safety and security. Facial recognition systems were being used to identify faces using technology that includes hardware like video cameras. These systems work by combining AI based pattern recognition system along with biometrics to map facial features from an image and compare it with a database of known faces. This research content is also an initiative in this direction to optimize the results. © 2023, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.","2-s2.0-85169674950"
